Season,Name,Team,IP,HR/FB,NameASCII,PlayerId,MLBAMID
2015,"Justin Verlander","DET",133.1,0.07471264,"Justin Verlander",8700,434378
2022,"Max Scherzer","NYM",145.1,0.07471264,"Max Scherzer",3137,453286
2002,"Pete Munro","HOU",70.1,0.07462687,"Pete Munro",1546,133729
2009,"Chris Jakubauskas","SEA",40.2,0.07462687,"Chris Jakubauskas",7831,499856
2010,"David Hernandez","BAL",42.1,0.07462687,"David Hernandez",4259,456696
2007,"Dallas Braden","OAK",64,0.07446809,"Dallas Braden",8099,460284
2022,"Johnny Cueto","CHW",153.1,0.07446809,"Johnny Cueto",6893,456501
2007,"Miguel Batista","SEA",192,0.07438017,"Miguel Batista",46,110683
2022,"Dakota Hudson","STL",136.2,0.07438017,"Dakota Hudson",19206,641712
2012,"Chad Billingsley","LAD",149.2,0.07432432,"Chad Billingsley",5842,451532
2015,"Mike Pelfrey","MIN",164.2,0.07432432,"Mike Pelfrey",5203,460059
2010,"Gio González","OAK",200.2,0.07425743,"Gio Gonzalez",7448,461829
2003,"Russ Ortiz","ATL",212.1,0.07423581,"Russ Ortiz",1124,133460
2002,"Jason Middlebrook","- - -",24.2,0.07407407,"Jason Middlebrook",1048,276525
2008,"Rich Hill","CHC",19.2,0.07407407,"Rich Hill",4806,448179
2008,"Brad Thompson","STL",29.1,0.07407407,"Brad Thompson",4911,433581
2009,"Ryan Sadowski","SFG",28.1,0.07407407,"Ryan Sadowski",5916,455961
2010,"John Danks","CHW",213,0.07407407,"John Danks",6329,433579
2010,"J.A. Happ","- - -",87.1,0.07407407,"J.A. Happ",7410,457918
2012,"Stephen Fife","LAD",26.2,0.07407407,"Stephen Fife",8077,543155
2013,"Lance Lynn","STL",201.2,0.07407407,"Lance Lynn",2520,458681
2013,"Jake Odorizzi","TBR",19.2,0.07407407,"Jake Odorizzi",6397,543606
2014,"Corey Kluber","CLE",235.2,0.07407407,"Corey Kluber",2429,446372
2014,"Tom Koehler","MIA",191.1,0.07407407,"Tom Koehler",6570,543408
2021,"Max Kranick","PIT",38.2,0.07407407,"Max Kranick",22175,668820
2023,"Hunter Gaddis","CLE",31.1,0.07407407,"Hunter Gaddis",25636,683769
2002,"Jason Schmidt","SFG",185.1,0.07389163,"Jason Schmidt",1131,121834
2002,"Pedro Martinez","BOS",199.1,0.07386364,"Pedro Martinez",200,118377
2009,"Justin Verlander","DET",240,0.07380074,"Justin Verlander",8700,434378
2009,"CC Sabathia","NYY",230,0.07377049,"CC Sabathia",404,282332
2009,"Aaron Laffey","CLE",109.1,0.07377049,"Aaron Laffey",6248,444836
2018,"Dereck Rodríguez","SFG",112,0.07377049,"Dereck Rodriguez",14509,605446
2004,"Roy Oswalt","HOU",236,0.07359307,"Roy Oswalt",571,400061
2010,"Matt Cain","SFG",223.1,0.0735786,"Matt Cain",4732,430912
2003,"Woody Williams","STL",220,0.07352941,"Woody Williams",1190,124315
2005,"Scott Baker","MIN",52.2,0.07352941,"Scott Baker",6176,435044
2008,"John Danks","CHW",195,0.07352941,"John Danks",6329,433579
2013,"Tyson Ross","SDP",94,0.07352941,"Tyson Ross",7872,475115
2021,"Carlos Hernández","KCR",58.1,0.07352941,"Carlos Hernandez",22713,672578
2007,"Jeff Suppan","MIL",206.2,0.07346939,"Jeff Suppan",633,122987
2007,"John Lackey","LAA",224,0.07346939,"John Lackey",1507,407793
2007,"Yovani Gallardo","MIL",101,0.0733945,"Yovani Gallardo",8173,451596
2005,"Bronson Arroyo","BOS",201.1,0.07333333,"Bronson Arroyo",978,276520
2009,"Paul Maholm","PIT",194.2,0.07329843,"Paul Maholm",8678,430904
2011,"Chad Billingsley","LAD",188,0.07329843,"Chad Billingsley",5842,451532
2002,"Miguel Batista","ARI",176.2,0.07317073,"Miguel Batista",46,110683
2009,"Edgar Gonzalez","OAK",27.1,0.07317073,"Edgar Gonzalez",1727,429440
2009,"Robinson Tejeda","KCR",31.2,0.07317073,"Robinson Tejeda",2575,434565
2010,"John Lackey","BOS",215,0.07317073,"John Lackey",1507,407793
2014,"Mat Latos","CIN",102.1,0.07317073,"Mat Latos",3815,502009
2015,"Robbie Ray","ARI",127.2,0.07317073,"Robbie Ray",11486,592662
2009,"Scott Kazmir","- - -",147.1,0.07305936,"Scott Kazmir",4897,431148
2005,"Curt Schilling","BOS",69,0.07291667,"Curt Schilling",73,121811
2006,"Jon Lester","BOS",81.1,0.07291667,"Jon Lester",4930,452657
2004,"Carl Pavano","FLA",222.1,0.07272727,"Carl Pavano",790,134321
2011,"Mat Latos","SDP",194.1,0.07272727,"Mat Latos",3815,502009
2003,"Josh Beckett","FLA",141,0.07258065,"Josh Beckett",510,277417
2010,"Kyle Lohse","STL",92,0.07258065,"Kyle Lohse",739,346798
2010,"Jaime García","STL",163.1,0.07258065,"Jaime Garcia",8137,448802
2004,"Daniel Cabrera","BAL",146.2,0.07253886,"Daniel Cabrera",1931,425555
2015,"Zack Greinke","LAD",222.2,0.07253886,"Zack Greinke",1943,425844
2005,"Mike Hampton","ATL",69.1,0.07246377,"Mike Hampton",430,115399
2011,"Kyle Lohse","STL",188.1,0.07239819,"Kyle Lohse",739,346798
2014,"Jon Lester","- - -",219.2,0.07239819,"Jon Lester",4930,452657
2006,"Matt Cain","SFG",188.2,0.07228916,"Matt Cain",4732,430912
2011,"David Huff","CLE",50.2,0.07228916,"David Huff",4257,453307
2007,"Scott Baker","MIN",140.2,0.07216495,"Scott Baker",6176,435044
2012,"Jaime García","STL",121.2,0.07216495,"Jaime Garcia",8137,448802
2013,"C.J. Wilson","LAA",212.1,0.07211538,"C.J. Wilson",3580,450351
2002,"Andy Benes","STL",94,0.072,"Andy Benes",1144,110854
2004,"Jeff Weaver","LAD",220,0.0719697,"Jeff Weaver",503,213711
2002,"Tony Fiore","MIN",10.1,0.07142857,"Tony Fiore",726,150106
2003,"Miguel Asencio","KCR",48.1,0.07142857,"Miguel Asencio",586,407900
2006,"Doug Waechter","TBD",51,0.07142857,"Doug Waechter",1814,425531
2006,"Eric Stults","LAD",11,0.07142857,"Eric Stults",8011,445590
2007,"Greg Maddux","SDP",198,0.07142857,"Greg Maddux",104,118120
2007,"Jaret Wright","BAL",10.1,0.07142857,"Jaret Wright",415,124605
2007,"Eric Milton","CIN",31.1,0.07142857,"Eric Milton",743,132980
2007,"Carl Pavano","NYY",11.1,0.07142857,"Carl Pavano",790,134321
2007,"Roy Halladay","TOR",225.1,0.07142857,"Roy Halladay",1303,136880
2007,"Angel Guzman","CHC",15.1,0.07142857,"Angel Guzman",2145,425768
2007,"Clay Hensley","SDP",42.2,0.07142857,"Clay Hensley",4593,454535
2007,"Hung-Chih Kuo","LAD",28,0.07142857,"Hung-Chih Kuo",7016,425539
2007,"John Lannan","WSN",34.2,0.07142857,"John Lannan",7080,458709
2008,"Brian Bass","BAL",19.1,0.07142857,"Brian Bass",2219,430654
2008,"Matt Albers","BAL",11.1,0.07142857,"Matt Albers",4300,458006
2008,"Rick Van Den Hurk","FLA",14,0.07142857,"Rick Van Den Hurk",5099,462995
2009,"Junichi Tazawa","BOS",20,0.07142857,"Junichi Tazawa",4079,547749
2010,"Yovani Gallardo","MIL",185,0.07142857,"Yovani Gallardo",8173,451596
2012,"Fernando Abad","HOU",22.1,0.07142857,"Fernando Abad",4994,472551
2013,"José Fernández","MIA",172.2,0.07142857,"Jose Fernandez",11530,605228
2014,"Odrisamer Despaigne","SDP",96.1,0.07142857,"Odrisamer Despaigne",16017,628333
2015,"Jaime García","STL",129.2,0.07142857,"Jaime Garcia",8137,448802
2015,"Robbie Erlin","SDP",17,0.07142857,"Robbie Erlin",10354,572362
2015,"Colin Rea","SDP",31.2,0.07142857,"Colin Rea",12317,607067
2015,"Jesse Hahn","OAK",96.2,0.07142857,"Jesse Hahn",13287,534910
2016,"Garrett Richards","LAA",34.2,0.07142857,"Garrett Richards",9784,572070
2016,"Chi Chi González","TEX",10.1,0.07142857,"Chi Chi Gonzalez",14663,592346
2021,"Dillon Peters","PIT",26.2,0.07142857,"Dillon Peters",18790,596071
2022,"Alek Manoah","TOR",196.2,0.07142857,"Alek Manoah",26410,666201
2003,"Mark Redman","FLA",190.2,0.07111111,"Mark Redman",491,150230
2007,"Andy Pettitte","NYY",213.1,0.07111111,"Andy Pettitte",840,120485
2003,"Al Leiter","NYM",180.2,0.07109005,"Al Leiter",883,117652
2011,"Matt Harrison","TEX",183.2,0.07103825,"Matt Harrison",5551,457448
2003,"Shawn Chacon","COL",137,0.07100592,"Shawn Chacon",424,276336
2016,"Steven Wright","BOS",156.2,0.07100592,"Steven Wright",8185,453214
2008,"Jair Jurrjens","ATL",188.1,0.07096774,"Jair Jurrjens",5556,457453
2010,"Brandon Morrow","TOR",146.1,0.07096774,"Brandon Morrow",9346,453344
2007,"Jon Garland","CHW",208.1,0.07089552,"Jon Garland",232,279782
2008,"Dustin McGowan","TOR",111.1,0.07086614,"Dustin McGowan",8600,430661
2013,"Bruce Chen","KCR",87.1,0.07042254,"Bruce Chen",769,136600
2014,"Jerome Williams","- - -",67.1,0.07042254,"Jerome Williams",1137,425532
2008,"Justin Verlander","DET",201,0.0703125,"Justin Verlander",8700,434378
2015,"Andrew Heaney","LAA",105.2,0.0703125,"Andrew Heaney",15423,571760
2013,"Mike Pelfrey","MIN",152.2,0.07027027,"Mike Pelfrey",5203,460059
2006,"Aaron Sele","LAD",84,0.07017544,"Aaron Sele",34,121986
2014,"Tanner Roark","WSN",198.2,0.07017544,"Tanner Roark",8753,543699
2023,"Tarik Skubal","DET",76.1,0.07017544,"Tarik Skubal",22267,669373
2023,"Matthew Liberatore","STL",49,0.07017544,"Matthew Liberatore",22294,669461
2004,"Doug Davis","MIL",207.1,0.07,"Doug Davis",1244,150277
2008,"Jon Lester","BOS",210.1,0.07,"Jon Lester",4930,452657
2009,"Charlie Morton","PIT",97,0.07,"Charlie Morton",4676,450203
2012,"Eric Stults","- - -",91.2,0.07,"Eric Stults",8011,445590
2003,"Jae Weong Seo","NYM",183.1,0.06995885,"Jae Weong Seo",895,150242
2006,"Jason Jennings","COL",212,0.06995885,"Jason Jennings",434,407298
2008,"Ben Sheets","MIL",198.1,0.06995885,"Ben Sheets",710,282656
2010,"Mitch Talbot","CLE",159.1,0.06989247,"Mitch Talbot",4961,452676
2005,"Jose Acevedo","COL",23.1,0.06976744,"Jose Acevedo",307,406895
2007,"Tom Gorzelanny","PIT",201.2,0.06976744,"Tom Gorzelanny",6244,452733
2010,"Jake Arrieta","BAL",100.1,0.06976744,"Jake Arrieta",4153,453562
2011,"Alex Cobb","TBR",52.2,0.06976744,"Alex Cobb",6562,502171
2013,"Jarred Cosart","HOU",60,0.06976744,"Jarred Cosart",10304,543054
2014,"Matt Garza","MIL",163.1,0.06976744,"Matt Garza",3340,490063
2016,"Ross Detwiler","OAK",38.1,0.06976744,"Ross Detwiler",2859,446321
2007,"Jered Weaver","LAA",161,0.06967213,"Jered Weaver",4235,450308
2010,"Daniel Hudson","- - -",95.1,0.06956522,"Daniel Hudson",7146,543339
2011,"Travis Wood","CIN",101,0.06944444,"Travis Wood",9884,475243
2014,"Matt Shoemaker","LAA",121.1,0.06923077,"Matt Shoemaker",4776,533167
2008,"Justin Duchscherer","OAK",141.2,0.06918239,"Justin Duchscherer",910,407113
2008,"Ubaldo Jiménez","COL",198.2,0.06918239,"Ubaldo Jimenez",3374,434622
2002,"Mike Smith","TOR",23.1,0.06896552,"Mike Smith",1479,420944
2003,"Eric Milton","MIN",17,0.06896552,"Eric Milton",743,132980
2004,"Juan Dominguez","TEX",23,0.06896552,"Juan Dominguez",1796,430021
2005,"Mike Gosling","ARI",24.1,0.06896552,"Mike Gosling",2204,428420
2006,"Jonathan Sánchez","SFG",18.1,0.06896552,"Jonathan Sanchez",7507,456043
2008,"Kyle Davies","KCR",113,0.06896552,"Kyle Davies",3642,434678
2009,"Tommy Hanson","ATL",127.2,0.06896552,"Tommy Hanson",9129,462102
2011,"Zach Duke","ARI",51,0.06896552,"Zach Duke",3840,435043
2012,"Jeremy Hefner","NYM",69.1,0.06896552,"Jeremy Hefner",1989,458550
2013,"Eric Stults","SDP",203.2,0.06896552,"Eric Stults",8011,445590
2013,"Travis Wood","CHC",200,0.06896552,"Travis Wood",9884,475243
2016,"Julio Urías","LAD",69.1,0.06896552,"Julio Urias",14765,628711
2017,"Jesse Hahn","OAK",63.2,0.06896552,"Jesse Hahn",13287,534910
2018,"Paul Blackburn","OAK",27.2,0.06896552,"Paul Blackburn",14739,621112
2018,"Jeff Brigham","MIA",16.1,0.06896552,"Jeff Brigham",16631,656257
2022,"Ryne Nelson","ARI",18.1,0.06896552,"Ryne Nelson",26253,669194
2006,"Joe Blanton","OAK",191.1,0.06882591,"Joe Blanton",4849,430599
2013,"Mat Latos","CIN",210.2,0.06862745,"Mat Latos",3815,502009
2008,"Matt Cain","SFG",217.2,0.06859206,"Matt Cain",4732,430912
2004,"Dewon Brazelton","TBD",116,0.06857143,"Dewon Brazelton",1195,407376
2007,"Noah Lowry","SFG",156,0.06857143,"Noah Lowry",1833,430161
2014,"Chris Archer","TBR",194.2,0.06857143,"Chris Archer",6345,502042
2010,"Dallas Braden","OAK",192.2,0.06854839,"Dallas Braden",8099,460284
2012,"Jarrod Parker","OAK",181.1,0.06832298,"Jarrod Parker",4913,519105
2016,"Miguel González","CHW",133.2,0.06832298,"Miguel Gonzalez",7024,456068
2002,"Rolando Arrojo","BOS",39.1,0.06818182,"Rolando Arrojo",174,134361
2002,"Ron Villone","PIT",37,0.06818182,"Ron Villone",1010,123725
2005,"Kenny Rogers","TEX",195.1,0.06818182,"Kenny Rogers",1277,121386
2007,"Brian Bannister","KCR",165,0.06818182,"Brian Bannister",5718,446454
2014,"Justin Verlander","DET",206,0.06818182,"Justin Verlander",8700,434378
2019,"Kolby Allard","TEX",45.1,0.06818182,"Kolby Allard",18694,663465
2008,"Barry Zito","SFG",180,0.06808511,"Barry Zito",944,217096
2005,"Rich Harden","OAK",123,0.06796117,"Rich Harden",1772,425848
2016,"Gerrit Cole","PIT",116,0.06796117,"Gerrit Cole",13125,543037
2010,"Dana Eveland","- - -",49.2,0.06779661,"Dana Eveland",5508,445968
2013,"Michael Wacha","STL",54,0.06779661,"Michael Wacha",14078,608379
2011,"Vance Worley","PHI",125,0.06766917,"Vance Worley",6435,474699
2002,"Joaquín Benoit","TEX",66.1,0.06741573,"Joaquin Benoit",1437,276542
2011,"Anthony Swarzak","MIN",63.2,0.06741573,"Anthony Swarzak",7466,461872
2012,"Brandon Beachy","ATL",81,0.06741573,"Brandon Beachy",8851,545404
2013,"Jake Westbrook","STL",110.2,0.06741573,"Jake Westbrook",412,150414
2007,"Roy Oswalt","HOU",211.2,0.06730769,"Roy Oswalt",571,400061
2018,"Ryan Borucki","TOR",97.2,0.06730769,"Ryan Borucki",16350,621366
2009,"Ryan Rowland-Smith","SEA",96.1,0.06716418,"Ryan Rowland-Smith",3245,434884
2002,"Albie Lopez","ATL",19,0.06666667,"Albie Lopez",102,117913
2002,"Garrett Stephenson","STL",43,0.06666667,"Garrett Stephenson",1185,122751
2002,"Salomon Torres","PIT",30,0.06666667,"Salomon Torres",1628,123415
2004,"Colby Lewis","TEX",15.1,0.06666667,"Colby Lewis",1259,407890
2005,"Erik Bedard","BAL",141.2,0.06666667,"Erik Bedard",126,407853
2005,"Jason Davis","CLE",23.2,0.06666667,"Jason Davis",1598,425186
2005,"Paul Maholm","PIT",41.1,0.06666667,"Paul Maholm",8678,430904
2006,"David Pauley","BOS",16,0.06666667,"David Pauley",3625,456102
2007,"Aníbal Sánchez","FLA",30,0.06666667,"Anibal Sanchez",3284,434671
2007,"Franklin Morales","COL",39.1,0.06666667,"Franklin Morales",5088,462985
2008,"John Bale","KCR",15.1,0.06666667,"John Bale",864,150469
2008,"Phil Hughes","NYY",34,0.06666667,"Phil Hughes",7450,461833
2011,"Clayton Kershaw","LAD",233.1,0.06666667,"Clayton Kershaw",2036,477132
2011,"Jorge De La Rosa","COL",59,0.06666667,"Jorge De La Rosa",2047,407822
2011,"Vin Mazzaro","KCR",22,0.06666667,"Vin Mazzaro",5231,476570
2012,"Héctor Santiago","CHW",19.1,0.06666667,"Hector Santiago",4026,502327
2013,"Roy Oswalt","COL",27,0.06666667,"Roy Oswalt",571,400061
2013,"Chad Gaudin","SFG",66.1,0.06666667,"Chad Gaudin",1783,429985
2013,"Tyler Chatwood","COL",111.1,0.06666667,"Tyler Chatwood",4338,543022
2013,"Chad Jenkins","TOR",15,0.06666667,"Chad Jenkins",10326,554432
2014,"Carlos Villanueva","CHC",19.2,0.06666667,"Carlos Villanueva",4138,453646
2018,"Touki Toussaint","ATL",27,0.06666667,"Touki Toussaint",16929,657053
2023,"Jacob deGrom","TEX",30.1,0.06666667,"Jacob deGrom",10954,594798
2023,"Sawyer Gipson-Long","DET",15,0.06666667,"Sawyer Gipson-Long",26048,687830
2023,"Emerson Hancock","SEA",12,0.06666667,"Emerson Hancock",27470,676106
2005,"John Lackey","LAA",209,0.06632653,"John Lackey",1507,407793
2002,"Aaron Harang","OAK",76.1,0.06603774,"Aaron Harang",1451,421685
2002,"Roy Halladay","TOR",239.1,0.06578947,"Roy Halladay",1303,136880
2008,"Dana Eveland","OAK",168,0.06578947,"Dana Eveland",5508,445968
2010,"Tom Gorzelanny","CHC",130,0.06578947,"Tom Gorzelanny",6244,452733
2013,"Joe Kelly","STL",87,0.06578947,"Joe Kelly",9761,523260
2014,"Mark Buehrle","TOR",202,0.06578947,"Mark Buehrle",225,279824
2014,"Gio González","WSN",158.2,0.06578947,"Gio Gonzalez",7448,461829
2003,"Jamie Moyer","SEA",215,0.06574394,"Jamie Moyer",1091,119469
2014,"Nathan Eovaldi","MIA",199.2,0.0657277,"Nathan Eovaldi",9132,543135
2014,"Clayton Kershaw","LAD",198.1,0.06569343,"Clayton Kershaw",2036,477132
2012,"Wade Miley","ARI",186,0.06565657,"Wade Miley",8779,489119
2006,"John Patterson","WSN",40.2,0.06557377,"John Patterson",71,279568
2019,"Aaron Civale","CLE",57.2,0.06557377,"Aaron Civale",19479,650644
2010,"David Price","TBR",207.2,0.06550218,"David Price",3184,456034
2009,"Joel Pineiro","STL",214,0.06547619,"Joel Pineiro",1094,334492
2015,"Gerrit Cole","PIT",208,0.06547619,"Gerrit Cole",13125,543037
2022,"Martín Pérez","TEX",196.1,0.06547619,"Martin Perez",6902,527048
2006,"Roger Clemens","HOU",113.1,0.06542056,"Roger Clemens",815,112388
2022,"Tyler Anderson","LAD",170.2,0.06542056,"Tyler Anderson",12880,542881
2007,"Joe Blanton","OAK",230,0.06530612,"Joe Blanton",4849,430599
2002,"Russ Ortiz","SFG",214.1,0.06521739,"Russ Ortiz",1124,133460
2015,"Vance Worley","PIT",43,0.06521739,"Vance Worley",6435,474699
2022,"Carlos Rodón","SFG",178,0.06521739,"Carlos Rodon",16137,607074
2009,"Cliff Lee","- - -",231.2,0.0651341,"Cliff Lee",1636,424324
2005,"Ryan Drese","- - -",129.1,0.06504065,"Ryan Drese",379,400181
2010,"Daisuke Matsuzaka","BOS",153.2,0.065,"Daisuke Matsuzaka",7775,493137
2007,"Tim Hudson","ATL",224.1,0.06493506,"Tim Hudson",921,218596
2008,"Rich Harden","- - -",148,0.06470588,"Rich Harden",1772,425848
2003,"Jared Fernandez","HOU",30,0.06451613,"Jared Fernandez",324,220594
2004,"Kazuhito Tadano","CLE",22,0.06451613,"Kazuhito Tadano",1917,430954
2004,"Denny Bautista","KCR",27.2,0.06451613,"Denny Bautista",1947,429714
2005,"Kyle Davies","ATL",75.2,0.06451613,"Kyle Davies",3642,434678
2007,"Ricky Nolasco","FLA",20,0.06451613,"Ricky Nolasco",3830,445060
2007,"Aaron Laffey","CLE",49.1,0.06451613,"Aaron Laffey",6248,444836
2009,"Brian Duensing","MIN",52.2,0.06451613,"Brian Duensing",4064,488846
2010,"Brian Burres","PIT",68.2,0.06451613,"Brian Burres",3425,434638
2011,"Daisuke Matsuzaka","BOS",36.1,0.06451613,"Daisuke Matsuzaka",7775,493137
2023,"Drew Rasmussen","TBR",44.2,0.06451613,"Drew Rasmussen",25385,656876
2003,"Barry Zito","OAK",231.2,0.06440678,"Barry Zito",944,217096
2010,"Doug Fister","SEA",171,0.06435644,"Doug Fister",9425,450729
2015,"Shelby Miller","ATL",205.1,0.06435644,"Shelby Miller",10197,571946
2005,"Roger Clemens","HOU",211.1,0.06432749,"Roger Clemens",815,112388
2011,"Daniel Hudson","ARI",222,0.06415094,"Daniel Hudson",7146,543339
2005,"Kevin Brown","NYY",73.1,0.06410256,"Kevin Brown",642,111554
2013,"Ross Detwiler","WSN",71.1,0.06410256,"Ross Detwiler",2859,446321
2014,"Aaron Harang","ATL",204.1,0.06410256,"Aaron Harang",1451,421685
2002,"Julian Tavarez","FLA",152.1,0.06382979,"Julian Tavarez",541,123118
2003,"Carlos Zambrano","CHC",214,0.06382979,"Carlos Zambrano",305,407296
2006,"Kip Wells","- - -",44.1,0.06382979,"Kip Wells",1012,150337
2007,"Kevin Correia","SFG",46,0.06382979,"Kevin Correia",1767,429781
2011,"Scott Diamond","MIN",39,0.06382979,"Scott Diamond",5089,539438
2013,"Paul Clemens","HOU",26.2,0.06382979,"Paul Clemens",8037,518560
2014,"James Paxton","SEA",74,0.06382979,"James Paxton",11828,572020
2015,"José Ureña","MIA",46.1,0.06382979,"Jose Urena",11589,570632
2021,"Charlie Barnes","MIN",33.1,0.06382979,"Charlie Barnes",19865,656212
2014,"Jordan Zimmermann","WSN",199.2,0.06372549,"Jordan Zimmermann",4505,519455
2011,"Guillermo Moscoso","OAK",125,0.06363636,"Guillermo Moscoso",5106,446861
2013,"Nathan Eovaldi","MIA",106.1,0.06363636,"Nathan Eovaldi",9132,543135
2003,"Jeff Weaver","NYY",147.2,0.06358382,"Jeff Weaver",503,213711
2011,"Brandon McCarthy","OAK",170.2,0.06358382,"Brandon McCarthy",4662,435221
2006,"Brandon Backe","HOU",43,0.06349206,"Brandon Backe",1529,407840
2008,"Joba Chamberlain","NYY",65.1,0.06349206,"Joba Chamberlain",2692,501955
2010,"Francisco Liriano","MIN",191.2,0.06338028,"Francisco Liriano",3201,434538
2010,"Travis Wood","CIN",102.2,0.06338028,"Travis Wood",9884,475243
2004,"Kris Benson","- - -",200.1,0.06329114,"Kris Benson",982,150249
2010,"Cliff Lee","- - -",212.1,0.06324111,"Cliff Lee",1636,424324
2018,"Trevor Bauer","CLE",171.1,0.06293706,"Trevor Bauer",12703,545333
2011,"Justin Masterson","CLE",215,0.06285714,"Justin Masterson",2038,475416
2011,"Jered Weaver","LAA",235.2,0.06269592,"Jered Weaver",4235,450308
2002,"A.J. Burnett","FLA",201.2,0.0625,"A.J. Burnett",512,150359
2004,"Byung-Hyun Kim","BOS",11.2,0.0625,"Byung-Hyun Kim",61,218294
2006,"Brian Bannister","NYM",34,0.0625,"Brian Bannister",5718,446454
2008,"Mike Pelfrey","NYM",200.2,0.0625,"Mike Pelfrey",5203,460059
2010,"Jeremy Hellickson","TBR",26.1,0.0625,"Jeremy Hellickson",4371,476451
2010,"Thomas Diamond","CHC",13,0.0625,"Thomas Diamond",8025,435080
2010,"Jenrry Mejia","NYM",11.1,0.0625,"Jenrry Mejia",8476,516769
2011,"Roy Oswalt","PHI",139,0.0625,"Roy Oswalt",571,400061
2011,"Nelson Figueroa","HOU",25,0.0625,"Nelson Figueroa",683,150153
2011,"Nathan Eovaldi","LAD",32,0.0625,"Nathan Eovaldi",9132,543135
2012,"Aaron Harang","LAD",179.2,0.0625,"Aaron Harang",1451,421685
2012,"Jeff Niemann","TBR",38,0.0625,"Jeff Niemann",8591,435298
2014,"Brad Penny","MIA",19,0.0625,"Brad Penny",535,207267
2014,"Matt Harrison","TEX",17.1,0.0625,"Matt Harrison",5551,457448
2014,"Marco Gonzales","STL",25.2,0.0625,"Marco Gonzales",15467,594835
2015,"Henderson Alvarez III","MIA",22.1,0.0625,"Henderson Alvarez III",5669,506693
2016,"Jason Vargas","KCR",12,0.0625,"Jason Vargas",8044,450306
2018,"Jacob deGrom","NYM",217,0.0625,"Jacob deGrom",10954,594798
2018,"Matt Strahm","SDP",13.1,0.0625,"Matt Strahm",13799,621381
2018,"Kohl Stewart","MIN",16.1,0.0625,"Kohl Stewart",15502,640464
2019,"Ryne Stanek","TBR",43,0.0625,"Ryne Stanek",15947,592773
2020,"Drew Smyly","SFG",21.1,0.0625,"Drew Smyly",11760,592767
2022,"Patrick Sandoval","LAA",148.2,0.0625,"Patrick Sandoval",19447,663776
2023,"Tanner Banks","CHW",10.1,0.0625,"Tanner Banks",16990,621383
2003,"Jason Schmidt","SFG",207.2,0.06222222,"Jason Schmidt",1131,121834
2022,"Justin Verlander","HOU",175,0.06217617,"Justin Verlander",8700,434378
2013,"Jhoulys Chacín","COL",197.1,0.06214689,"Jhoulys Chacin",2608,468504
2014,"Phil Hughes","MIN",209.2,0.0620155,"Phil Hughes",7450,461833
2003,"Jose Lima","KCR",73.1,0.0619469,"Jose Lima",475,117769
2009,"Koji Uehara","BAL",66.2,0.0619469,"Koji Uehara",9227,493157
2002,"Ryan Franklin","SEA",69,0.06185567,"Ryan Franklin",1076,211041
2003,"Casey Fossum","BOS",70,0.06185567,"Casey Fossum",188,407154
2014,"Danny Duffy","KCR",141,0.06185567,"Danny Duffy",3542,518633
2011,"Madison Bumgarner","SFG",204.2,0.06153846,"Madison Bumgarner",5524,518516
2014,"Carlos Carrasco","CLE",91,0.06153846,"Carlos Carrasco",6632,471911
2009,"Jeremy Sowers","CLE",118.1,0.06145251,"Jeremy Sowers",9083,460265
2005,"John Thomson","ATL",98.2,0.06122449,"John Thomson",453,123307
2008,"Daisuke Matsuzaka","BOS",167.2,0.06122449,"Daisuke Matsuzaka",7775,493137
2014,"Lance Lynn","STL",203.2,0.06103286,"Lance Lynn",2520,458681
2010,"Jason Vargas","SEA",192.2,0.06101695,"Jason Vargas",8044,450306
2022,"Freddy Peralta","MIL",76.1,0.06097561,"Freddy Peralta",18679,642547
2014,"Jacob deGrom","NYM",140.1,0.06086957,"Jacob deGrom",10954,594798
2021,"Corbin Burnes","MIL",167,0.06086957,"Corbin Burnes",19361,669203
2004,"Jaret Wright","ATL",186.1,0.06077348,"Jaret Wright",415,124605
2009,"Jair Jurrjens","ATL",215,0.06072874,"Jair Jurrjens",5556,457453
2006,"Brian Stokes","TBD",21.1,0.06060606,"Brian Stokes",8653,425530
2012,"Danny Duffy","KCR",27.2,0.06060606,"Danny Duffy",3542,518633
2014,"Marcus Stroman","TOR",120.1,0.06060606,"Marcus Stroman",13431,573186
2020,"Steven Brault","PIT",42.2,0.06060606,"Steven Brault",15291,643230
2002,"Jarrod Washburn","ANA",206,0.06050955,"Jarrod Washburn",40,132220
2013,"Bartolo Colon","OAK",190.1,0.06008584,"Bartolo Colon",375,112526
2010,"Mark Buehrle","CHW",210.1,0.06007067,"Mark Buehrle",225,279824
2007,"Chien-Ming Wang","NYY",199.1,0.06,"Chien-Ming Wang",2074,425426
2007,"Cha Seung Baek","SEA",70.1,0.06,"Cha Seung Baek",8214,430657
2013,"Alex Wood","ATL",56,0.06,"Alex Wood",13781,622072
2014,"Jarred Cosart","- - -",180.1,0.06,"Jarred Cosart",10304,543054
2018,"Brad Keller","KCR",118,0.06,"Brad Keller",15734,641745
2023,"Ryan Yarbrough","- - -",42,0.06,"Ryan Yarbrough",16502,642232
2010,"Johan Santana","NYM",199,0.05992509,"Johan Santana",755,276371
2014,"Andrew Cashner","SDP",123.1,0.05982906,"Andrew Cashner",8782,488768
2005,"Scott Kazmir","TBD",186,0.05970149,"Scott Kazmir",4897,431148
